Stadt / Gemeinde,Verwaltungseinheit,Gemeindeschlüssel,Bundesland
Müglitztal,Gemeinde,14628250,Sachsen
Mühbrook,Gemeinde,1058108,Schleswig-Holstein
Mühl Rosin,Gemeinde,13072073,Mecklenburg-Vorpommern
Mühlacker,Stadt,8236040,Baden-Württemberg
Mühlau,Gemeinde,14522380,Sachsen
Mühlberg/Elbe,Stadt,12062341,Brandenburg
Mühldorf a. Inn,Stadt,9183128,Bayern
Mühldorfer Hart,Gemeindefreies Gebiet,9183451,Bayern
Mühlen Eichsen,Gemeinde,13074054,Mecklenburg-Vorpommern
Mühlenbach,Gemeinde,8317078,Baden-Württemberg
Mühlenbarbek,Gemeinde,1061071,Schleswig-Holstein
Mühlenbecker Land,Gemeinde,12065225,Brandenburg
Mühlenberge,Gemeinde,12063202,Brandenburg
Mühlenfließ,Gemeinde,12069402,Brandenburg
Mühlenrade,Gemeinde,1053091,Schleswig-Holstein
Mühlental,Gemeinde,14523230,Sachsen
Mühlhausen,Gemeinde,8226054,Baden-Württemberg
Mühlhausen,Gemeinde,9373146,Bayern
Mühlhausen,Gemeinde,9572143,Bayern
Mühlhausen im Täle,Gemeinde,8117035,Baden-Württemberg
Mühlhausen/Thüringen,Stadt,16064046,Thüringen 
Mühlhausen-Ehingen,Gemeinde,8335097,Baden-Württemberg
Mühlheim am Main,Stadt,6438008,Hessen
Mühlheim an der Donau,Stadt,8327036,Baden-Württemberg
Mühlingen,Gemeinde,8335057,Baden-Württemberg
Mühlpfad,Gemeinde,7140098,Rheinland-Pfalz
Mühltal,Gemeinde,6432014,Hessen
Muhr a. See,Gemeinde,9577114,Bayern
Mülbach,Gemeinde,7232083,Rheinland-Pfalz
Mulda/Sa.,Gemeinde,14522390,Sachsen
Muldenhammer,Gemeinde,14523245,Sachsen
Muldestausee,Gemeinde,15082241,Sachsen-Anhalt
Mulfingen,Gemeinde,8126056,Baden-Württemberg
Mülheim an der Mosel,Gemeinde,7231090,Rheinland-Pfalz
Mülheim an der Ruhr,Stadt,5117000,Nordrhein-Westfalen
Mülheim-Kärlich,Stadt,7137216,Rheinland-Pfalz
Müllenbach,Gemeinde,7131051,Rheinland-Pfalz
Müllenbach,Gemeinde,7135067,Rheinland-Pfalz
Müllheim,Stadt,8315074,Baden-Württemberg
Müllrose,Stadt,12067336,Brandenburg
Mülsen,Gemeinde,14524200,Sachsen
Mülverstedt,Gemeinde,16064047,Thüringen 
Münchberg,Stadt,9475154,Bayern
Müncheberg,Stadt,12064317,Brandenburg
Münchehofe,Gemeinde,12061344,Brandenburg
München,Stadt,9162000,Bayern
Münchenbernsdorf,Stadt,16076049,Thüringen 
Münchhausen,Gemeinde,6534015,Hessen
Münchsmünster,Gemeinde,9186139,Bayern
Münchsteinach,Gemeinde,9575150,Bayern
Münchwald,Gemeinde,7133068,Rheinland-Pfalz
Münchweiler am Klingbach,Gemeinde,7337054,Rheinland-Pfalz
Münchweiler an der Alsenz,Gemeinde,7333048,Rheinland-Pfalz
Münchweiler an der Rodalb,Gemeinde,7340032,Rheinland-Pfalz
Mundelsheim,Gemeinde,8118053,Baden-Württemberg
Munderkingen,Stadt,8425081,Baden-Württemberg
Mündersbach,Gemeinde,7143268,Rheinland-Pfalz
Münk,Gemeinde,7137077,Rheinland-Pfalz
Munkbrarup,Gemeinde,1059145,Schleswig-Holstein
Münnerstadt,Stadt,9672135,Bayern
Munningen,Gemeinde,9779188,Bayern
Münsing,Gemeinde,9173137,Bayern
Münsingen,Stadt,8415053,Baden-Württemberg
Munster,Stadt,3358016,Niedersachsen
Münster,Stadt,5515000,Nordrhein-Westfalen
Münster,Gemeinde,6432015,Hessen
Münster,Gemeinde,9779187,Bayern
Münsterappel,Gemeinde,7333049,Rheinland-Pfalz
Münsterdorf,Gemeinde,1061072,Schleswig-Holstein
Münsterhausen,Gemeinde,9774160,Bayern
Münstermaifeld,Stadt,7137501,Rheinland-Pfalz
Münster-Sarmsheim,Gemeinde,7339038,Rheinland-Pfalz
Münstertal/Schwarzwald,Gemeinde,8315130,Baden-Württemberg
Münzenberg,Stadt,6440015,Hessen
Murchin,Gemeinde,13075094,Mecklenburg-Vorpommern
Murg,Gemeinde,8337076,Baden-Württemberg
Mürlenbach,Gemeinde,7233227,Rheinland-Pfalz
Murnau a. Staffelsee,Gemeinde,9180124,Bayern
Murr,Gemeinde,8118054,Baden-Württemberg
Murrhardt,Stadt,8119044,Baden-Württemberg
Müsch,Gemeinde,7131052,Rheinland-Pfalz
Müschenbach,Gemeinde,7143269,Rheinland-Pfalz
Müssen,Gemeinde,1053092,Schleswig-Holstein
Mustin,Gemeinde,1053093,Schleswig-Holstein
Mustin,Gemeinde,13076101,Mecklenburg-Vorpommern
Musweiler,Gemeinde,7231091,Rheinland-Pfalz
Mutlangen,Gemeinde,8136044,Baden-Württemberg
Mutterschied,Gemeinde,7140099,Rheinland-Pfalz
Mutterstadt,Gemeinde,7338019,Rheinland-Pfalz
Mützenich,Gemeinde,7232271,Rheinland-Pfalz
Muxerath,Gemeinde,7232084,Rheinland-Pfalz
Mylau,Stadt,14523250,Sachsen
Nabburg,Stadt,9376144,Bayern
Nachrodt-Wiblingwerde,Gemeinde,5962044,Nordrhein-Westfalen
Nachtsheim,Gemeinde,7137079,Rheinland-Pfalz
Nack,Gemeinde,7331050,Rheinland-Pfalz
Nackenheim,Gemeinde,7339039,Rheinland-Pfalz
Nadrensee,Gemeinde,13075095,Mecklenburg-Vorpommern
Nagel,Gemeinde,9479138,Bayern
Nagold,Stadt,8235046,Baden-Württemberg
Nahe,Gemeinde,1060058,Schleswig-Holstein
Nahetal-Waldau,Gemeinde,16069059,Thüringen 
Nahrendorf,Gemeinde,3355025,Niedersachsen
Naila,Stadt,9475156,Bayern
Nalbach,Gemeinde,10044113,Saarland
Namborn,Gemeinde,10046113,Saarland
Nandlstadt,Gemeinde,9178144,Bayern
Nannhausen,Gemeinde,7140100,Rheinland-Pfalz
Nanzdietschweiler,Gemeinde,7336064,Rheinland-Pfalz
Narsdorf,Gemeinde,14729290,Sachsen
Nasingen,Gemeinde,7232085,Rheinland-Pfalz
Nassau,Stadt,7141091,Rheinland-Pfalz
Nassenfels,Gemeinde,9176149,Bayern
Nastätten,Stadt,7141092,Rheinland-Pfalz
Natendorf,Gemeinde,3360014,Niedersachsen
Nattenheim,Gemeinde,7232086,Rheinland-Pfalz
Nattheim,Gemeinde,8135026,Baden-Württemberg
Nauen,Stadt,12063208,Brandenburg
Nauendorf,Gemeinde,16071059,Thüringen 
Nauheim,Gemeinde,6433009,Hessen
Naumburg,Stadt,6633018,Hessen
Naumburg (Saale),Stadt,15084355,Sachsen-Anhalt
Naundorf,Gemeinde,14730210,Sachsen
Naunheim,Gemeinde,7137080,Rheinland-Pfalz
Naunhof,Stadt,14729300,Sachsen
Nauort,Gemeinde,7143050,Rheinland-Pfalz
Naurath (Eifel),Gemeinde,7235091,Rheinland-Pfalz
Naurath (Wald),Gemeinde,7235092,Rheinland-Pfalz
Nauroth,Gemeinde,7132073,Rheinland-Pfalz
Nausitz,Gemeinde,16065047,Thüringen 
Nausnitz,Gemeinde,16074061,Thüringen 
Nazza,Gemeinde,16063058,Thüringen 
Nebel,Gemeinde,1054085,Schleswig-Holstein
Nebelschütz,Gemeinde,14625350,Sachsen
Nebra (Unstrut),Stadt,15084360,Sachsen-Anhalt
Neckarbischofsheim,Stadt,8226055,Baden-Württemberg
Neckargemünd,Stadt,8226056,Baden-Württemberg
Neckargerach,Gemeinde,8225064,Baden-Württemberg
Neckarsteinach,Stadt,6431018,Hessen
Neckarsulm,Stadt,8125065,Baden-Württemberg
Neckartailfingen,Gemeinde,8116041,Baden-Württemberg
Neckartenzlingen,Gemeinde,8116042,Baden-Württemberg
Neckarwestheim,Gemeinde,8125066,Baden-Württemberg
Neckarzimmern,Gemeinde,8225067,Baden-Württemberg
Neddemin,Gemeinde,13071104,Mecklenburg-Vorpommern
Neef,Gemeinde,7135068,Rheinland-Pfalz
Neenstetten,Gemeinde,8425083,Baden-Württemberg
Neetze,Gemeinde,3355026,Niedersachsen
Neetzka,Gemeinde,13071105,Mecklenburg-Vorpommern
Neetzow-Liepen,Gemeinde,13075155,Mecklenburg-Vorpommern
Negenborn,Gemeinde,3255030,Niedersachsen
Negenharrie,Gemeinde,1058109,Schleswig-Holstein
Negernbötel,Gemeinde,1060059,Schleswig-Holstein
Nehms,Gemeinde,1060060,Schleswig-Holstein
Nehmten,Gemeinde,1057053,Schleswig-Holstein
Nehren,Gemeinde,7135069,Rheinland-Pfalz
Nehren,Gemeinde,8416026,Baden-Württemberg
Neichen,Gemeinde,7233048,Rheinland-Pfalz
Neidenbach,Gemeinde,7232087,Rheinland-Pfalz
Neidenfels,Gemeinde,7332037,Rheinland-Pfalz
Neidenstein,Gemeinde,8226058,Baden-Württemberg
Neidhartshausen,Gemeinde,16063059,Thüringen 
Neidlingen,Gemeinde,8116043,Baden-Württemberg
Neißeaue,Gemeinde,14626330,Sachsen
Neiße-Malxetal,Gemeinde,12071294,Brandenburg
Neißemünde,Gemeinde,12067338,Brandenburg
Neitersen,Gemeinde,7132074,Rheinland-Pfalz
Nellingen,Gemeinde,8425084,Baden-Württemberg
Nemsdorf-Göhrendorf,Gemeinde,15088250,Sachsen-Anhalt
Nenndorf,Gemeinde,3462009,Niedersachsen
Nennhausen,Gemeinde,12063212,Brandenburg
Nennslingen,Gemeinde,9577151,Bayern
Nentershausen,Gemeinde,6632013,Hessen
Nentershausen,Gemeinde,7143051,Rheinland-Pfalz
Nerdlen,Gemeinde,7233049,Rheinland-Pfalz
Nerenstetten,Gemeinde,8425085,Baden-Württemberg
Neresheim,Stadt,8136045,Baden-Württemberg
Neritz,Gemeinde,1062050,Schleswig-Holstein
Neroth,Gemeinde,7233050,Rheinland-Pfalz
Nersingen,Gemeinde,9775134,Bayern
Nerzweiler,Gemeinde,7336065,Rheinland-Pfalz
Neschwitz,Gemeinde,14625360,Sachsen
Nesse-Apfelstädt,Gemeinde,16067087,Thüringen 
Nesselwang,Gemeinde,9777153,Bayern
Netphen,Stadt,5970032,Nordrhein-Westfalen
Nettelsee,Gemeinde,1057054,Schleswig-Holstein
Nettersheim,Gemeinde,5366032,Nordrhein-Westfalen
Nettetal,Stadt,5166016,Nordrhein-Westfalen
Netzbach,Gemeinde,7141093,Rheinland-Pfalz
Netzschkau,Stadt,14523260,Sachsen
Neu Bartelshagen,Gemeinde,13073058,Mecklenburg-Vorpommern
Neu Boltenhagen,Gemeinde,13075097,Mecklenburg-Vorpommern
Neu Darchau,Gemeinde,3354019,Niedersachsen
Neu Duvenstedt,Gemeinde,1058111,Schleswig-Holstein
Neu Gülze,Gemeinde,13076102,Mecklenburg-Vorpommern
Neu Kaliß,Gemeinde,13076103,Mecklenburg-Vorpommern
Neu Kosenow,Gemeinde,13075098,Mecklenburg-Vorpommern
Neu Poserin,Gemeinde,13076104,Mecklenburg-Vorpommern
Neu Wulmstorf,Gemeinde,3353026,Niedersachsen
Neu Zauche,Gemeinde,12061352,Brandenburg
Neualbenreuth,Gemeinde,9377142,Bayern
Neu-Anspach,Stadt,6434007,Hessen
Neu-Bamberg,Gemeinde,7133069,Rheinland-Pfalz
Neubauer Forst-Nord,Gemeindefreies Gebiet,9472463,Bayern
Neubauer Forst-Süd,Gemeindefreies Gebiet,9479457,Bayern
Neuberend,Gemeinde,1059062,Schleswig-Holstein
Neuberg,Gemeinde,6435020,Hessen
Neubeuern,Gemeinde,9187154,Bayern
Neubiberg,Gemeinde,9184146,Bayern
Neubörger,Gemeinde,3454037,Niedersachsen
Neubrandenburg,Stadt,13071107,Mecklenburg-Vorpommern
Neubrunn,Gemeinde,9679164,Bayern
Neubrunn,Gemeinde,16066045,Thüringen 
Neubukow,Stadt,13072074,Mecklenburg-Vorpommern
Neubulach,Stadt,8235047,Baden-Württemberg
Neuburg,Gemeinde,13074056,Mecklenburg-Vorpommern
Neuburg a. Inn,Gemeinde,9275133,Bayern
Neuburg a.d. Donau,Stadt,9185149,Bayern
Neuburg a.d. Kammel,Gemeinde,9774162,Bayern
Neuburg am Rhein,Gemeinde,7334021,Rheinland-Pfalz
Neuching,Gemeinde,9177131,Bayern
Neudenau,Stadt,8125068,Baden-Württemberg
Neudorf-Bornstein,Gemeinde,1058110,Schleswig-Holstein
Neudrossenfeld,Gemeinde,9477142,Bayern
Neu-Eichenberg,Gemeinde,6636009,Hessen
Neuenbrook,Gemeinde,1061073,Schleswig-Holstein
Neuenbürg,Stadt,8236043,Baden-Württemberg
Neuenburg am Rhein,Stadt,8315076,Baden-Württemberg
Neuendeich,Gemeinde,1056037,Schleswig-Holstein
Neuendettelsau,Gemeinde,9571180,Bayern
Neuendorf,Gemeinde,7232272,Rheinland-Pfalz
Neuendorf,Gemeinde,9677164,Bayern
Neuendorf b. Elmshorn,Gemeinde,1061074,Schleswig-Holstein
Neuendorf-Sachsenbande,Gemeinde,1061119,Schleswig-Holstein
Neuengönna,Gemeinde,16074063,Thüringen 
Neuengörs,Gemeinde,1060061,Schleswig-Holstein
Neuenhagen bei Berlin,Gemeinde,12064336,Brandenburg
Neuenhaus,Stadt,3456014,Niedersachsen
Neuenkirchen,Gemeinde,1051075,Schleswig-Holstein
Neuenkirchen,Gemeinde,3251028,Niedersachsen
Neuenkirchen,Gemeinde,3352038,Niedersachsen
Neuenkirchen,Gemeinde,3358017,Niedersachsen
Neuenkirchen,Gemeinde,3359033,Niedersachsen
Neuenkirchen,Gemeinde,3459027,Niedersachsen
Neuenkirchen,Gemeinde,5566060,Nordrhein-Westfalen
Neuenkirchen,Gemeinde,13071108,Mecklenburg-Vorpommern
Neuenkirchen,Gemeinde,13073059,Mecklenburg-Vorpommern
Neuenkirchen,Gemeinde,13075101,Mecklenburg-Vorpommern
Neuenkirchen,Gemeinde,13075102,Mecklenburg-Vorpommern
Neuenkirchen-Vörden,Gemeinde,3460007,Niedersachsen
Neuenmarkt,Gemeinde,9477143,Bayern
Neuenrade,Stadt,5962048,Nordrhein-Westfalen
Neuensalz,Gemeinde,14523270,Sachsen
Neuensorger Forst,Gemeindefreies Gebiet,9478453,Bayern
Neuenstadt am Kocher,Stadt,8125069,Baden-Württemberg
Neuenstein,Gemeinde,6632014,Hessen
Neuenstein,Stadt,8126058,Baden-Württemberg
Neuental,Gemeinde,6634016,Hessen
Neuerburg,Stadt,7232088,Rheinland-Pfalz
Neuerkirch,Gemeinde,7140101,Rheinland-Pfalz
Neufahrn b. Freising,Gemeinde,9178145,Bayern
Neufahrn i. NB,Gemeinde,9274153,Bayern
Neufeld,Gemeinde,1051076,Schleswig-Holstein
Neufelderkoog,Gemeinde,1051077,Schleswig-Holstein
Neuffen,Stadt,8116046,Baden-Württemberg
Neufra,Gemeinde,8437082,Baden-Württemberg
Neufraunhofen,Gemeinde,9274154,Bayern
Neuhardenberg,Gemeinde,12064340,Brandenburg
Neuharlingersiel,Gemeinde,3462010,Niedersachsen
Neuhaus (Oste),Gemeinde,3352039,Niedersachsen
Neuhaus a. Inn,Gemeinde,9275134,Bayern
Neuhaus a.d. Pegnitz,Gemeinde,9574140,Bayern
Neuhaus am Rennweg,Stadt,16072013,Thüringen 
Neuhäusel,Gemeinde,7143052,Rheinland-Pfalz
Neuhausen,Gemeinde,8236044,Baden-Württemberg
Neuhausen auf den Fildern,Gemeinde,8116047,Baden-Württemberg
Neuhausen ob Eck,Gemeinde,8327038,Baden-Württemberg
Neuhausen/Erzgeb.,Gemeinde,14522400,Sachsen
Neuhausen/Spree,Gemeinde,12071301,Brandenburg
Neuhaus-Schierschnitz,Gemeinde,16072014,Thüringen 
Neuheilenbach,Gemeinde,7232273,Rheinland-Pfalz
Neuhemsbach,Gemeinde,7335028,Rheinland-Pfalz
Neuhof,Gemeinde,3254025,Niedersachsen
Neuhof,Gemeinde,6631018,Hessen
Neuhof a.d. Zenn,Gemeinde,9575152,Bayern
Neuhofen,Gemeinde,7338020,Rheinland-Pfalz
Neuhütten,Gemeinde,7235093,Rheinland-Pfalz
Neuhütten,Gemeinde,9677165,Bayern
Neu-Isenburg,Stadt,6438009,Hessen
Neukalen,Stadt,13071109,Mecklenburg-Vorpommern
Neukamperfehn,Gemeinde,3457015,Niedersachsen
Neukieritzsch,Gemeinde,14729320,Sachsen
Neukirch,Gemeinde,8435042,Baden-Württemberg
Neukirch,Gemeinde,14625370,Sachsen
Neukirch/Lausitz,Gemeinde,14625380,Sachsen
Neukirchen,Gemeinde,1054086,Schleswig-Holstein
Neukirchen,Gemeinde,1055031,Schleswig-Holstein
Neukirchen,Stadt,6634017,Hessen
Neukirchen,Gemeinde,9278154,Bayern
Neukirchen b. Hl. Blut,Gemeinde,9372144,Bayern
Neukirchen b. Sulzbach-Rosenberg,Gemeinde,9371141,Bayern
Neukirchen vorm Wald,Gemeinde,9275135,Bayern
Neukirchen/Erzgeb.,Gemeinde,14521410,Sachsen
Neukirchen/Pleiße,Gemeinde,14524210,Sachsen
Neukirchen-Balbini,Gemeinde,9376146,Bayern
Neukirchen-Vluyn,Stadt,5170028,Nordrhein-Westfalen
Neukloster,Stadt,13074057,Mecklenburg-Vorpommern
Neulehe,Gemeinde,3454038,Niedersachsen
Neuleiningen,Gemeinde,7332038,Rheinland-Pfalz
Neuler,Gemeinde,8136046,Baden-Württemberg
Neulewin,Gemeinde,12064349,Brandenburg
Neulingen,Gemeinde,8236073,Baden-Württemberg
Neulußheim,Gemeinde,8226059,Baden-Württemberg
Neumagen-Dhron,Gemeinde,7231092,Rheinland-Pfalz
Neumark,Gemeinde,14523280,Sachsen
Neumark,Stadt,16071061,Thüringen 
Neumarkt i.d. OPf.,Stadt,9373147,Bayern
Neumarkt-Sankt Veit,Stadt,9183129,Bayern
Neumühle/Elster,Gemeinde,16076052,Thüringen 
Neumünster,Stadt,1004000,Schleswig-Holstein
Neunburg vorm Wald,Stadt,9376147,Bayern
Neundorf (bei Lobenstein),Gemeinde,16075071,Thüringen 
Neundorf (bei Schleiz),Gemeinde,16075072,Thüringen 
Neunheilingen,Gemeinde,16064048,Thüringen 
Neunhofer Forst,Gemeindefreies Gebiet,9572460,Bayern
Neunkhausen,Gemeinde,7143270,Rheinland-Pfalz
Neunkirchen,Gemeinde,5970036,Nordrhein-Westfalen
Neunkirchen,Gemeinde,7143271,Rheinland-Pfalz
Neunkirchen,Gemeinde,7231093,Rheinland-Pfalz
Neunkirchen,Gemeinde,8225068,Baden-Württemberg
Neunkirchen,Gemeinde,9676143,Bayern
Neunkirchen,Stadt,10043114,Saarland
Neunkirchen a. Brand,Gemeinde,9474154,Bayern
Neunkirchen a. Sand,Gemeinde,9574141,Bayern
Neunkirchen am Potzberg,Gemeinde,7336066,Rheinland-Pfalz
Neunkirchen-Seelscheid,Gemeinde,5382040,Nordrhein-Westfalen
Neuötting,Stadt,9171125,Bayern
Neupetershain,Gemeinde,12066228,Brandenburg
Neupotz,Gemeinde,7334022,Rheinland-Pfalz
Neureichenau,Gemeinde,9272136,Bayern
Neuried,Gemeinde,8317151,Baden-Württemberg
Neuried,Gemeinde,9184132,Bayern
Neuruppin,Stadt,12068320,Brandenburg
Neusalza-Spremberg,Stadt,14626350,Sachsen
Neusäß,Stadt,9772184,Bayern
Neuschönau,Gemeinde,9272146,Bayern
Neuschoo,Gemeinde,3462011,Niedersachsen
Neu-Seeland,Gemeinde,12066226,Brandenburg
Neusiß,Gemeinde,16070037,Thüringen 
Neusitz,Gemeinde,9571181,Bayern
Neusorg,Gemeinde,9377143,Bayern
Neuss,Stadt,5162024,Nordrhein-Westfalen
Neustadt (Dosse),Stadt,12068324,Brandenburg
Neustadt (Hessen),Stadt,6534016,Hessen
Neustadt (Wied),Gemeinde,7138044,Rheinland-Pfalz
Neustadt a. Main,Gemeinde,9677166,Bayern
Neustadt a.d. Aisch,Stadt,9575153,Bayern
Neustadt a.d. Donau,Stadt,9273152,Bayern
Neustadt a.d. Waldnaab,Stadt,9374139,Bayern
Neustadt am Kulm,Stadt,9374140,Bayern
Neustadt am Rennsteig,Gemeinde,16070038,Thüringen 
Neustadt am Rübenberge,Stadt,3241012,Niedersachsen
Neustadt an der Orla,Stadt,16075073,Thüringen 
Neustadt an der Weinstraße,Stadt,7316000,Rheinland-Pfalz
Neustadt b. Coburg,Stadt,9473151,Bayern
Neustadt i. Sa.,Stadt,14628260,Sachsen
Neustadt in Holstein,Stadt,1055032,Schleswig-Holstein
Neustadt/Harz,Gemeinde,16062036,Thüringen 
Neustadt/Vogtl.,Gemeinde,14523290,Sachsen
Neustadt/Westerwald,Gemeinde,7143272,Rheinland-Pfalz
Neustadt-Glewe,Stadt,13076105,Mecklenburg-Vorpommern
Neustetten,Gemeinde,8416049,Baden-Württemberg
Neustrelitz,Stadt,13071110,Mecklenburg-Vorpommern
Neutraubling,Stadt,9375174,Bayern
Neutrebbin,Gemeinde,12064365,Brandenburg
Neu-Ulm,Stadt,9775135,Bayern
Neuweiler,Gemeinde,8235050,Baden-Württemberg
Neuwied,Stadt,7138045,Rheinland-Pfalz
Neuwirtshauser Forst,Gemeindefreies Gebiet,9672462,Bayern
Neuwittenbek,Gemeinde,1058112,Schleswig-Holstein
Neuzelle,Gemeinde,12067357,Brandenburg
Neverin,Gemeinde,13071111,Mecklenburg-Vorpommern
Neversdorf,Gemeinde,1060062,Schleswig-Holstein
Newel,Gemeinde,7235094,Rheinland-Pfalz
Ney,Gemeinde,7140102,Rheinland-Pfalz
Nickenich,Gemeinde,7137081,Rheinland-Pfalz
Nidda,Stadt,6440016,Hessen
Niddatal,Stadt,6440017,Hessen
Nidderau,Stadt,6435021,Hessen
Nideggen,Stadt,5358044,Nordrhein-Westfalen
Nieblum,Gemeinde,1054087,Schleswig-Holstein
Niebüll,Stadt,1054088,Schleswig-Holstein
Nieby,Gemeinde,1059147,Schleswig-Holstein
Nieden,Gemeinde,13075103,Mecklenburg-Vorpommern
Niedenstein,Stadt,6634018,Hessen
Nieder Kostenz,Gemeinde,7140105,Rheinland-Pfalz
Niederahr,Gemeinde,7143273,Rheinland-Pfalz
Niederaichbach,Gemeinde,9274156,Bayern
Niederalben,Gemeinde,7336067,Rheinland-Pfalz
Niederalteich,Gemeinde,9271138,Bayern
Niederau,Gemeinde,14627170,Sachsen
Niederaula,Gemeinde,6632015,Hessen
Niederbachheim,Gemeinde,7141094,Rheinland-Pfalz
Niederbergkirchen,Gemeinde,9183130,Bayern
Niederbösa,Gemeinde,16065048,Thüringen 
Niederbreitbach,Gemeinde,7138047,Rheinland-Pfalz
Niederbrombach,Gemeinde,7134057,Rheinland-Pfalz
Niederburg,Gemeinde,7140104,Rheinland-Pfalz
Niederdorf,Gemeinde,14521420,Sachsen
Niederdorfelden,Gemeinde,6435022,Hessen
Niederdreisbach,Gemeinde,7132075,Rheinland-Pfalz
Niederdürenbach,Gemeinde,7131054,Rheinland-Pfalz
Niedere Börde,Gemeinde,15083390,Sachsen-Anhalt
Niederelbert,Gemeinde,7143053,Rheinland-Pfalz
Niederer Fläming,Gemeinde,12072298,Brandenburg
Niedererbach,Gemeinde,7143054,Rheinland-Pfalz
Niedereschach,Gemeinde,8326041,Baden-Württemberg
Niederfell,Gemeinde,7137217,Rheinland-Pfalz
Niederfinow,Gemeinde,12060172,Brandenburg
Niederfischbach,Gemeinde,7132076,Rheinland-Pfalz
Niederfrohna,Gemeinde,14524220,Sachsen
Niederfüllbach,Gemeinde,9473153,Bayern
Niedergebra,Gemeinde,16062037,Thüringen 
Niedergeckler,Gemeinde,7232089,Rheinland-Pfalz
Niedergörsdorf,Gemeinde,12072297,Brandenburg
Niederhambach,Gemeinde,7134058,Rheinland-Pfalz
Niederhausen,Gemeinde,7133070,Rheinland-Pfalz
Niederhausen an der Appel,Gemeinde,7333050,Rheinland-Pfalz
Niederheimbach,Gemeinde,7339040,Rheinland-Pfalz
Nieder-Hilbersheim,Gemeinde,7339041,Rheinland-Pfalz
Niederhofen,Gemeinde,7138048,Rheinland-Pfalz
Niederhorbach,Gemeinde,7337055,Rheinland-Pfalz
Niederhosenbach,Gemeinde,7134059,Rheinland-Pfalz
Niederirsen,Gemeinde,7132077,Rheinland-Pfalz
Niederkassel,Stadt,5382044,Nordrhein-Westfalen
Niederkirchen,Gemeinde,7335029,Rheinland-Pfalz
Niederkirchen bei Deidesheim,Gemeinde,7332039,Rheinland-Pfalz
Niederkrüchten,Gemeinde,5166020,Nordrhein-Westfalen
Niederkumbd,Gemeinde,7140106,Rheinland-Pfalz
Niederlangen,Gemeinde,3454039,Niedersachsen
Niederlauch,Gemeinde,7232276,Rheinland-Pfalz
Niederlauer,Gemeinde,9673146,Bayern
Niedermohr,Gemeinde,7335030,Rheinland-Pfalz
Niedermoschel,Gemeinde,7333051,Rheinland-Pfalz
Niedermurach,Gemeinde,9376148,Bayern
Niedernberg,Gemeinde,9676144,Bayern
Niederneisen,Gemeinde,7141095,Rheinland-Pfalz
Niedernhall,Stadt,8126060,Baden-Württemberg
Niedernhausen,Gemeinde,6439011,Hessen
Niedernwöhren,Gemeinde,3257025,Niedersachsen
Niederöfflingen,Gemeinde,7231095,Rheinland-Pfalz
Nieder-Olm,Stadt,7339042,Rheinland-Pfalz
Niederorschel,Gemeinde,16061074,Thüringen 
Niederotterbach,Gemeinde,7337056,Rheinland-Pfalz
Niederpierscheid,Gemeinde,7232277,Rheinland-Pfalz
Niederraden,Gemeinde,7232090,Rheinland-Pfalz
Niederrieden,Gemeinde,9778177,Bayern
Niederroßbach,Gemeinde,7143274,Rheinland-Pfalz
Niedersayn,Gemeinde,7143275,Rheinland-Pfalz
Niederscheidweiler,Gemeinde,7231096,Rheinland-Pfalz
Niederschlettenbach,Gemeinde,7340033,Rheinland-Pfalz
Niederschönenfeld,Gemeinde,9779192,Bayern
Niedersohren,Gemeinde,7140107,Rheinland-Pfalz
Niederstadtfeld,Gemeinde,7233052,Rheinland-Pfalz
Niederstaufenbach,Gemeinde,7336068,Rheinland-Pfalz
Niederstedem,Gemeinde,7232091,Rheinland-Pfalz
Niedersteinebach,Gemeinde,7132078,Rheinland-Pfalz
Niederstetten,Stadt,8128082,Baden-Württemberg
Niederstotzingen,Stadt,8135027,Baden-Württemberg
Niedert,Gemeinde,7140108,Rheinland-Pfalz
Niedertaufkirchen,Gemeinde,9183131,Bayern
Niedertiefenbach,Gemeinde,7141096,Rheinland-Pfalz
Niedertrebra,Gemeinde,16071064,Thüringen 
Niederviehbach,Gemeinde,9279130,Bayern
Niederwallmenach,Gemeinde,7141097,Rheinland-Pfalz
Niederwambach,Gemeinde,7138050,Rheinland-Pfalz
Niederweiler,Gemeinde,7140109,Rheinland-Pfalz
Niederweiler,Gemeinde,7232092,Rheinland-Pfalz
Niederweis,Gemeinde,7232093,Rheinland-Pfalz
Niederwerrn,Gemeinde,9678160,Bayern
Niederwerth,Gemeinde,7137218,Rheinland-Pfalz
Niederwiesa,Gemeinde,14522420,Sachsen
Nieder-Wiesen,Gemeinde,7331051,Rheinland-Pfalz
Niederwinkling,Gemeinde,9278159,Bayern
Niederwörresbach,Gemeinde,7134060,Rheinland-Pfalz
Niederwürschnitz,Gemeinde,14521430,Sachsen
Niederzier,Gemeinde,5358048,Nordrhein-Westfalen
Niederzimmern,Gemeinde,16071065,Thüringen 
Niederzissen,Gemeinde,7131055,Rheinland-Pfalz
Niefern-Öschelbronn,Gemeinde,8236046,Baden-Württemberg
Nieheim,Stadt,5762028,Nordrhein-Westfalen
Niehl,Gemeinde,7232094,Rheinland-Pfalz
Niemegk,Stadt,12069448,Brandenburg
Niemetal,Gemeinde,3152017,Niedersachsen
Nienborstel,Gemeinde,1058113,Schleswig-Holstein
Nienburg (Saale),Stadt,15089235,Sachsen-Anhalt
